role,icd_code,icd_version_inferred,chapter,diagnosis,patients
secondary,,,,"Fracture of lateral malleolus, closed",1
secondary,,,,Presence of right artificial hip joint,1
secondary,,,,Hemorrhage of rectum and anus,1
secondary,,,,"Other mechanical complication of internal fixation device of bone of left lower leg, initial encounter",1
secondary,,,,"Bipolar disorder, current episode manic without psychotic features, unspecified",1
secondary,,,,Personal history of other diseases of digestive system,1
secondary,,,,"Unspecified intracranial injury without loss of consciousness, initial encounter",1
secondary,,,,"Displaced fracture of anterior column [iliopubic] of right acetabulum, initial encounter for closed fracture",1
secondary,,,,"Goiter, unspecified",1
secondary,,,,Nontraumatic extradural hemorrhage,1
secondary,,,,Family history of ischemic heart disease and other diseases of the circulatory system,1
secondary,,,,"Other epilepsy, not intractable, without status epilepticus",1
secondary,,,,Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes,1
secondary,,,,"Alcohol abuse with intoxication, unspecified",1
secondary,,,,Unspecified extrapyramidal disease and abnormal movement disorder,1
secondary,,,,Hypercalcemia,1
secondary,,,,Blood alcohol level of 40-59 mg/100 ml,1
secondary,,,,Late effect of fracture of lower extremities,1
secondary,,,,Late effects of unspecified accident,1
secondary,,,,Cutaneous abscess of left lower limb,1
secondary,,,,"Other osteonecrosis, right femur",1
secondary,,,,"Fracture of one rib, left side, initial encounter for closed fracture",1
secondary,,,,"Assault by strike against or bumped into by another person, initial encounter",1
secondary,,,,Paroxysmal supraventricular tachycardia,1
secondary,,,,Other specified bacterial agents as the cause of diseases classified elsewhere,1
secondary,,,,Idiopathic normal pressure hydrocephalus (INPH),1
secondary,,,,Psoas muscle abscess,1
secondary,,,,"Mechanical complication due to other implant and internal device, not elsewhere classified",1
secondary,,,,Accidents caused by other specified cutting and piercing instruments or objects,1
secondary,,,,Injury to peroneal nerve,1
secondary,,,,Phlebitis of portal vein,1
secondary,,,,"Laceration of left kidney, unspecified degree, initial encounter",1
secondary,,,,"Puncture wound without foreign body of abdominal wall, left lower quadrant with penetration into peritoneal cavity, initial encounter",1
secondary,,,,"Gastric ulcer, unspecified as acute or chronic, without hemorrhage or perforation",1
secondary,,,,"Malignant neoplasm of anus, unspecified site",1
secondary,,,,"Intestinal infection due to other organism, not elsewhere classified",1
secondary,,,,Other malignant neoplasm without specification of site,1
secondary,,,,"Third degree perineal laceration during delivery, unspecified",1
secondary,,,,Other fluid overload,1
secondary,,,,"Bacterial infection, unspecified, in conditions classified elsewhere and of unspecified site",1
secondary,,,,Opioid abuse with opioid-induced mood disorder,1
secondary,,,,Other pulmonary collapse,1
secondary,,,,"Concussion, with loss of consciousness of 30 minutes or less",1
secondary,,,,"Open wound of knee, leg [except thigh], and ankle, complicated",1
secondary,,,,Seroma complicating a procedure,1
secondary,,,,Unspecified intellectual disabilities,1
secondary,,,,Nonspecific abnormal findings in amniotic fluid,1
secondary,,,,Pneumonia due to Legionnaires' disease,1
secondary,,,,Defibrination syndrome,1
secondary,,,,Phlebitis and thrombophlebitis of superficial veins of upper extremities,1
secondary,,,,Hematemesis,1
secondary,,,,Secondary esophageal varices without bleeding,1
secondary,,,,"Activity, bike riding",1
secondary,,,,Pneumocystosis,1
secondary,,,,Pulmonary diseases due to other mycobacteria,1
secondary,,,,Other megacolon,1
secondary,,,,"Unspecified fracture of ankle, closed",1
secondary,,,,Attention to tracheostomy,1
secondary,,,,"Acute osteomyelitis, ankle and foot",1
secondary,,,,Family history of malignant neoplasm of bladder,1
secondary,,,,Other opiates and related narcotics causing adverse effects in therapeutic use,1
secondary,,,,Type 2 diabetes mellitus with foot ulcer,1
secondary,,,,"Osteomyelitis, unspecified",1
secondary,,,,"Unspecified fracture of left pubis, initial encounter for closed fracture",1
secondary,,,,"Bradycardia, unspecified",1
secondary,,,,Other acquired hemolytic anemias,1
secondary,,,,Peri-prosthetic fracture around prosthetic joint,1
secondary,,,,Herpes zoster with other nervous system complications,1
secondary,,,,Other specified peritonitis,1
secondary,,,,Electrolyte and fluid disorders not elsewhere classified,1
secondary,,,,Low back pain,1
secondary,,,,Calculus in bladder,1
secondary,,,,"Disorders of bursae and tendons in shoulder region, unspecified",1
secondary,,,,Late effect of unspecified injury,1
secondary,,,,Benign neoplasm of other specified sites,1
secondary,,,,"Pressure ulcer of sacral region, unstageable",1
secondary,,,,Acute pulmonary insufficiency following nonthoracic surgery,1
secondary,,,,"Unspecified fracture of lower end of right tibia, subsequent encounter for closed fracture with nonunion",1
secondary,,,,Resistance to multiple antibiotics,1
secondary,,,,"Unspecified fall, subsequent encounter",1
secondary,,,,Agranulocytosis secondary to cancer chemotherapy,1
secondary,,,,Other abnormal glucose,1
secondary,,,,"Premature separation of placenta, delivered, with or without mention of antepartum condition",1
secondary,,,,Ulcerative (chronic) proctitis,1
secondary,,,,"Decreased fetal movements, affecting management of mother, delivered, with or without mention of antepartum condition",1
secondary,,,,"Mental disorders of mother, antepartum condition or complication",1
secondary,,,,"Schizophrenic disorders, residual type, chronic",1
secondary,,,,Unspecified toxic encephalopathy,1
secondary,,,,"Anaphylactic reaction due to adverse effect of correct drug or medicament properly administered, initial encounter",1
secondary,,,,"Third or oculomotor nerve palsy, total",1
secondary,,,,Unspecified disorder of autonomic nervous system,1
secondary,,,,"Acute myocardial infarction, unspecified",1
secondary,,,,Epistaxis,1
secondary,,,,"Closed dislocation of radioulnar (joint), distal",1
secondary,,,,Other accidents,1
secondary,,,,"Endometriosis, site unspecified",1
secondary,,,,"Pressure ulcer, hip",1
secondary,,,,"Periprosthetic fracture around internal prosthetic right hip joint, initial encounter",1
secondary,,,,Acquired absence of kidney,1
secondary,,,,Hydrops of gallbladder,1
secondary,,,,"Fall on same level from slipping, tripping and stumbling without subsequent striking against object, initial encounter",1
secondary,,,,"Activities involving walking, marching and hiking",1
secondary,,,,"Major depressive disorder, single episode, severe with psychotic features",1
secondary,,,,"Epilepsy, unspecified, without mention of intractable epilepsy",1
secondary,,,,Cervical disc disorder at C5-C6 level with myelopathy,1
secondary,,,,"Concussion and edema of lumbar spinal cord, initial encounter",1
secondary,,,,"Unspecified nondisplaced fracture of seventh cervical vertebra, initial encounter for closed fracture",1
secondary,,,,Unspecified hereditary and idiopathic peripheral neuropathy,1
secondary,,,,"Anomaly of aorta, unspecified",1
secondary,,,,Cardiomyopathy in diseases classified elsewhere,1
secondary,,,,Concussion with loss of consciousness of unspecified duration,1
secondary,,,,"Macular degeneration (senile), unspecified",1
secondary,,,,"Calculus of bile duct with other cholecystitis, with obstruction",1
secondary,,,,Other specified disorders of penis,1
secondary,,,,Attention deficit disorder with hyperactivity,1
secondary,,,,"Postprocedural cardiogenic shock, initial encounter",1
secondary,,,,Presence of heart assist device,1
secondary,,,,"Disruption of external operation (surgical) wound, not elsewhere classified, initial encounter",1
secondary,,,,Secondary malignant neoplasm of left lung,1
secondary,,,,Acute diastolic (congestive) heart failure,1
secondary,,,,"Acute viral hepatitis, unspecified",1
secondary,,,,Pyrexia of unknown origin following delivery,1
secondary,,,,Mononeuritis of unspecified site,1
secondary,,,,Allergic rhinitis due to pollen,1
secondary,,,,Other dystonia,1
secondary,,,,Herpes zoster without mention of complication,1
secondary,,,,Personal history of malignant neoplasm of other parts of uterus,1
secondary,,,,Long-term (current) use of antiplatelet/antithrombotic,1
secondary,,,,Plantar fascial fibromatosis,1
secondary,,,,"Unspecified contact dermatitis, unspecified cause",1
secondary,,,,Angiodysplasia of stomach and duodenum with hemorrhage,1
secondary,,,,"Subendocardial infarction, subsequent episode of care",1
secondary,,,,Other transfusion reaction,1
secondary,,,,Fever presenting with conditions classified elsewhere,1
secondary,,,,"Gastritis, unspecified, without bleeding",1
secondary,,,,"Pathological fracture in neoplastic disease, other specified site, initial encounter for fracture",1
secondary,,,,Malignant neoplasm of cauda equina,1
secondary,,,,Other cord compression,1
secondary,,,,Other postprocedural complications and disorders of digestive system,1
secondary,,,,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene,1
secondary,,,,Palpitations,1
secondary,,,,Cellulitis and abscess of buttock,1
secondary,,,,Anal fistula,1
secondary,,,,Foreign body in anus and rectum,1
secondary,,,,Malignant neoplasm of main bronchus,1
secondary,,,,Anaerobic meningitis,1
secondary,,,,"Mediastinal (thymic) large B-cell lymphoma, lymph nodes of multiple sites",1
secondary,,,,"Vitamin B12 deficiency anemia, unspecified",1
secondary,,,,"Neutropenia, unspecified",1
secondary,,,,Obstructed labor due to other abnormalities of fetus,1
secondary,,,,"Cellulitis and abscess of hand, except fingers and thumb",1
secondary,,,,Heart valve replaced by other means,1
secondary,,,,"Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, delivered, with or without mention of antepartum condition",1
secondary,,,,"Dissection of aorta, thoracoabdominal",1
secondary,,,,Anorexia nervosa,1
secondary,,,,"Body Mass Index between 19-24, adult",1
secondary,,,,Other obstetric injury to pelvic organs,1
secondary,,,,"Maternal care for benign tumor of corpus uteri, third trimester",1
secondary,,,,Other ill-defined heart diseases,1
secondary,,,,"Supraglottitis unspecified, with obstruction",1
secondary,,,,Other acute postprocedural pain,1
secondary,,,,"Grand multiparity, delivered, with or without mention of antepartum condition",1
secondary,,,,"Other umbilical cord complications complicating labor and delivery, delivered, with or without mention of antepartum condition",1
secondary,,,,Contact with or exposure to tuberculosis,1
secondary,,,,Postprocedural pneumothorax,1
secondary,,,,"Localization-related (focal) (partial) epilepsy and epileptic syndromes with complex partial seizures, without mention of intractable epilepsy",1
secondary,,,,"Retained portions of placenta or membranes, without hemorrhage, delivered, with mention of postpartum complication",1
secondary,,,,Hemoperitoneum,1
secondary,,,,Non-pressure chronic ulcer of left ankle with bone involvement without evidence of necrosis,1
secondary,,,,"Stenosis of peripheral vascular stent, initial encounter",1
secondary,,,,Secondary hyperparathyroidism (of renal origin),1
secondary,,,,"Postprocedural septic shock, initial encounter",1
secondary,,,,Acute respiratory distress syndrome,1
secondary,,,,Respiratory syncytial virus pneumonia,1
secondary,,,,Other specified disorders of stomach and duodenum,1
secondary,,,,"Disease of pericardium, unspecified",1
secondary,,,,Unspecified inflammatory disease of female pelvic organs and tissues,1
secondary,,,,Pleurisy without mention of effusion or current tuberculosis,1
secondary,,,,Acute on chronic combined systolic and diastolic heart failure,1
secondary,,,,Post traumatic seizures,1
secondary,,,,Injury to other specified intrathoracic organs without mention of open wound into cavity,1
secondary,,,,"Injury of other specified blood vessels at neck level, initial encounter",1
secondary,,,,"Other foreign body or object entering through skin, initial encounter",1
secondary,,,,"Other spondylosis with radiculopathy, cervical region",1
secondary,,,,Arterial embolism and thrombosis of lower extremity,1
secondary,,,,Cerebrospinal fluid leak,1
secondary,,,,NIHSS score 1,1
secondary,,,,Other muscle spasm,1
secondary,,,,Other nonspecific abnormal results of function study of cardiovascular system,1
